가게이름,날짜,리뷰,평점,주소,분류
홍유단,2020.08.05.,요즘따라 스트레스가 많아서 그런지 매운게 땡겨서 짬뽕을 먹었는데 얼큰하고 시원한게 정말 맛있게 먹었습니다.,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.08.04.,탕수육 바삭하고 맛있습니다! 완전 겉바속촉..!!!,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.08.03.,비도 오고 얼큰한게 땡겨서 짬뽕주문했는데.. 여기 맛집입니다!!,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.07.31.,짜장면의 감칠맛이 정말 좋았던 맛집입니다,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.07.30.,부산에서 중국집찾으시면 이곳 강추입니다~,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.07.29.,중국집은 여기말고 안가요 이제,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.07.28.,짜장면 땡기는 날마다 가는 맛집입니다 ㅎㅎㅎ,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.07.27.,말이필요한가 홍유단이다 간짜장이 진짜 꾸덕하니 완벽한곳이다,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.07.24.,중식의 정석 아주 전통의대가입니다,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.07.23.,꿔바로우가 입에서 뛰어놉니다 아주 진짜 겉바속촉에 플러스로 쫀득쫀득한거 좋아하시는분들은 필수로 오셔야할듯,5,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.07.04.,직원들이 너무 불친절해요ㅡㅡ,1,부산 부산진구 부전로 34,꿔바로우
홍유단,2020.05.12.,"개천절 휴일에 부산여행갔다 저녁먹으러 들렀는데 매장분위기는 깔끔하고 직원들은 친절했습니다 짜장면2, 칠리새우 주문했는데  평생 진심 먹어본 중식중에 제일 맛없었음ㅡㅡ 자장면은 춘장을 안볶았는지 소스가  고소하고 감칠맛이 전혀 없이 짜가만 했고  칠리새우는 진짜 튀김옷은 너무 두껍거 엄청딱딱함  새우는 냉동새우라해도 새우본연의 맛이 있는데 그냥 새우맛이 전혀...",1,부산 부산진구 부전로 34,꿔바로우
홍유단,2019.09.09.,"요리는 시키지 않고, 군만두 사천짜장 고기짬뽕을 시킴.  군만두는 기성품을 샐러드와 내준것 같은데 무난하다. 사천 짜장은 약간 매운맛이 나는 짜장인데, 평범. 고기 짬뽕은 여자친구는 좋아했으나, 나에겐 보통.  전체적으로 보통 이상이었으나, 직원들 서비스가 별로인데다 위치도 좋지 않음. ",3,부산 부산진구 부전로 34,꿔바로우
홍유단,2019.08.22.,밑에분 의견이 맞음 ㅋ ,1,부산 부산진구 부전로 34,꿔바로우
홍유단,2019.07.07.,맛에 비해 가격만 비쌈,2,부산 부산진구 부전로 34,꿔바로우
홍유단,,최악입니다바쁜 것도 아닌데 주문 순서 상관없이 음식이 나옴.코스 시켰는데 음식이 중간에 끊기더니 25분 가량 기다려도 나오지 않음. 뒤에 들어온 테이블과 음식을 같이 하느라 늦었다함덕분에 주차비 추가,1,부산 부산진구 부전로 34,꿔바로우
홍유단,,새우볶음밥 먹어봤는데 양도 많고 맛도 좋았습니다 직원분들도 친절하시구요 추천합니다,5,부산 부산진구 부전로 34,꿔바로우
홍유단,,친구들과 모임을 홍단에서 했어요. 코스요리는 감칠맛나고 너무 좋았어요. 메니저님의 상냥함과 친절함이 더욱 기분 좋은 하루 였어요. 감사^^,5,부산 부산진구 부전로 34,꿔바로우
라라관,2020.10.28.,마라탕.마라롱샤 맛집이에요 청두가서 먹은 맛이랑 같아요!! 사장님이 청두에서 유학하다 오셨대요!,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.09.29.,런치 서비스 ㄱㅂㄹ,1,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.09.25.,여기 먹고 다른 마라를 못 먹습니다 가성비 떨어지니 뭐니 평가하는 사람들 많지만~ 여러군데 먹어보니까 이 가격엔 이유가 다 있더라고요 하나도 비싼거 아님ㅡㅡ..  택배영업 해서 너무 좋아요 근데 매장 가서 먹고싶어요 약간 미친 그 분위기ㅎㅎ 그립습니다 ,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.09.20.,최악.. 왜 유명한지 모르겠다.,1,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.09.17.,런치에 가서 웨이팅 없이 먹었움 웨이팅 하고 먹었으면 별 두개줬을듯; 꿔바로우 맛있는데 가성비 떨어지고 내가 시킨메뉴는 뭐 점심특선이었는데 주위 테이블 보니 다들 전골형태로 된 마라 먹구있었움 흠.. 굳이 두번 가겠나? 싶은집 ㅋ 아 그리고.. 아무리 런치라도 그렇지 좌석이 거의 풀로 다 찼는데 서빙 직원1명이 말임...? 그만큼 돈 벌면 직원들 생각해서 ...,3,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.08.24.,"부산에서 가장 유명한 훠궈집이지 않을까?  몇년전에도 가려고 했는데 웨이팅이 너무 길어 실패. 이번에는 딱 12시 오픈에 맞추어 평일에 가니 바로 들어갈 수 있었다.   특이한건 전골 형식이라는 것.  훠궈는 샤브샤브식으로 하나씩 넣어먹는게 제 맛인데, 여긴 처음부터 다 한번에 셋팅된 채로 나온다.   리뷰를 보면 하나같이 완전 현지맛이라고 하던데 나는 잘...",4,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.08.24.,최고의 마라탕집입니다 안주로도 밥으로도 좋네요^^,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.07.30.,맛이 많이 비네요.... 자극적인 느낌말고는 아무것도 못느꼇네요. 꿔바로우는 먹을만 하지만 굳이 여기와서 먹고 싶은 생각은 안듭니다.....,1,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.07.28.,솔직히 무슨 맛인지 잘 모르겠어요. 간이 부족하달까.. 산초 맛 말고는 별다른 맛을 못 느끼겠더라구요. 마라탕 첫 도전이긴 했지만 이후에도 대만에서 마라 훠궈를 두 번이나 먹고 한국에서도 먹었는데 여기서 느꼈던 산초 맛 밖에 안 나는 간은 아니었어요.,2,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.07.27.,마라훠궈 짱맛! 달콤한 꿔바로우도 같이 먹음 더 맛있어요 ,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.07.22.,토마토육수가 은근 새콤한게 순찬 김치찌개맛이 나서 낯설지않았고 빨간육수는 특유의 매콤함이 매력적임. 아쉽게도 꿔바로우는 더이상 인해서 별점하나 뺏어요.,4,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.07.11.,전골이라 마라탕 마라샹궈 섞은 느낌!?  밥도둑 !!! ,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.07.04.,"부산에서 유일하게 마라 먹으러 가는 곳인데... 장전동 이전하고 서면에서만 맛이 2번 변했어요... 처음 변했을 땐 좀 덜 짜고 맵게 대중화된 맛도 넘 맛있어서 자주 갔는데, 요새는 맹물에 산초맛 밖에 안 나는... 넘 아쉽네요 이제 어디 가서 마라 먹지...",2,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.06.29.,마라 입문한 집! 장전동 있을 때부터 갔는데 서면으로 이전하고 나서 갈수록 점점 대중화 되는 느낌이에요! 마라훠궈 처음 먹는 사람도 잘 먹을 수 있을 정도로 순해졌다고 느껴져요 그래서 요샌 매운맛 얼얼한맛이 더 필요해서 갈때마다 늘 매운육수와 산초 추가해서 먹습니다,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.06.18.,맛있어요,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.06.07.,친절한데 맛은 쏘쏘...,4,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.05.16.,"진짜 맛있어요 제가 살면서 가장 많이 간 식당 탑3 안에 듭니다 10번은 족히 방문한 것 같은데.. 하나  아쉬운 점은 가끔씩 간이 바껴요.. 맛은 똑같은데 어느날은 먹을 만하고 어느날은 너어어어무 맵고... 그래서 나만 이상한가 했더니, 친구도 한 번 그런 적이 있었다고 하더라구요.. 그게 너무 아쉽습니다 맛만 항상 같은 강도, 품질로 유지되면 너무너무 ...",4,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.04.11.,좋아요,4,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.04.11.,원래 마라훠궈 좋아하는데 진짜 진하고 맛있어요!! 또 가고싶어요!!,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.03.26.,후기보는데 또 가고싶네. 입맛돋네요 .ㄷㄷㅋㅋ 얼얼한 마라훠궈로 꿔바로우랑 궁합 굿. ,4,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.01.27.,마라전골 최고 ㅠㅠㅠ 생각나서 또 먹으러갓어요 최고에요 설 이벤트로 포춘쿠키도하시고 ㅎㅎ 센스있는곳!!,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.01.11.,마시따마시따 꿔바로우도 잘하네,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2020.01.07.,한달에 서너번은 가는데 늘 맛있어요 꿔바로우도 꼭 같이 드셔요ㅠㅠㅠㅠㅠㅠ 웨이팅만 좀 덜하다면 좋을텐데 그래도 여전히 맛있고 친절한 집!,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.12.26.,현지보다 많이 순화한듯하나 평균이상은 하는듯..산초쿠키도 주시고 대부분 직원분들이 친절하셔서 별 하나 더 드립니다.,4,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.12.08.,"라라관의 마라훠거로 훠거 세계에 입문했어요,, 처음 먹었을땐 이런걸 줄 서서 먹는단 말이야? 했는데 이게 자꾸 생각이 나는거예요,,,, 넘넘 맛있어요 사이드메뉴도 맛있고 사장님이 찍은 유투브 틀어주는것도 너무 재밋어여 ㅋㅋㅋ",5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.11.27.,"진짜 맛있는데, 마한건 잘먹어도 라한건 못먹는 혀때문에 포장해서 집에서 코땀흘리며 먹음ㅋㅋㅋㅋ 향신료 짱짱",5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.11.02.,호불호 넘 심해요..,3,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.10.14.,별로....,1,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.09.18.,가격도 착하고 현지맛 그대로.. 변함없이 이어가길 바랍니다,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.09.16.,대한민국 최고의 마라훠궈.  부산에서 진짜 맛있는 훠궈를 먹게 될줄은 몰랐음.  마라맛을 즐긴다면 반드시 가야하는곳! 가격도 착한편. ,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.09.14.,장전동에서 서면으로 이전하고 오히려 가격이 더 저렴해졌어요 산초 듬뿍 들어간 마라 최고ㅠ,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.08.16.,마라 처음 먹어봤는데 이게 무슨 맛이고 왜 먹는지 모르겠어요. 마라가 하도 유명하길래 잘한다는 집 찾아서 먹으러 간건데. 별로 정도가 아니라 후회했어요ㅠ,1,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.07.23.,분위기 맛 다 대박이고 사장님이 레알 인싸심 ㅋㅋㅋㅋ 진짜 맛있어요ㅠㅠ  2019년 7월 현재 한 15번 방문했습니다 짱짱,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.07.19.,"여자2명 가서 전골, 꿔바로우, 계란볶음밥, 고수추가해서 먹었음.. 또 갈 거임요.",5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.07.18.,알바생이 잘생겼어요,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.06.02.,기다리는 보람있게 진짜 맛있음. 꿔바로우 꼭 같이 주문해서 먹어보길 추천. 마라탕만 계속 먹었는데 다음에는 마라롱샤도 먹어보고싶음. 웨이팅은 항상 있는편,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.02.14.,지금까지 이런맛은 없었다..,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2019.02.05.,보기보다 양고기가 많이들어서 부족함없이 먹음 국물까지 너무 맛있어서 배가불러도 계속 먹게되는 맛이다 공기밥시킬걸ㅠ 다른 마라탕집에 비하면 얼얼함이 강한편은 아니라서 산초나 다른 향이 더 잘느껴져서 좋음 꿔바로우도 진짜 제대로 한다는 느낌이 든다  기본 마늘소스장에 흑식초 꼭 넣어먹어야함 식초가 시지않고 소스맛을 깊게 만들어줌,5,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2018.07.22.,현지의 맛. 꿔바로우는 여기가 중국인가 싶을 정도. 다만 가격이 ...,4,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,2018.01.03.,땅콩소스가 조금 더 진하면 더욱 맛있을 것 같아요,3,부산 부산진구 동천로 47-1 1층,꿔바로우
라라관,,한국에서 안먹어본 맛이네요. 중국 맛을 재대로 느낄 수 있음,5,부산 부산진구 동천로 47-1 1층,꿔바로우
불이아 역삼점,2020.07.11.,내최애집 여기때매 일년동안 1일1훠궈는 꼭 했어요 불이아도 지점마다 훠궈맛과 소스 가짓수가 다 다른데 이지점은 청양고추 칠리소스 양파 있어서 무조건임 국물도 얼얼함과 맵기의 비율 오짐 역삼점이 젤 맛있어요ㅠ  훠궈 첫경험 안좋아서 안먹던 친구들 데려오면 다들 진짜 최애집되버림 쓰면서 또 가고싶어서 침나옴ㅠㅠ 영업 24시간 해줬으면 좋겠다 진짜ㅠ  약간의 단...,5,서울 강남구 논현로 514,꿔바로우
불이아 역삼점,2020.04.09.,매일 먹으라 해도 먹을 수 있숴...,5,서울 강남구 논현로 514,꿔바로우
불이아 역삼점,2020.03.11.,입맛에 잘 맞고 얼얼 하고 좋습니다~,4,서울 강남구 논현로 514,꿔바로우
불이아 역삼점,2019.11.06.,2018.12 맛있으나 룸이 있는 구조라 다소 시끄럽게 느껴짐 동굴같은 구조? 출입문 가까운 테이블은 옆 테이블이랑 너무 가까움 주방 가까운 방은 주방 소리가 너무 잘 들림 깔끔한 한상에 같이 주는 떡이 맛있음  2019.11 홀 인테리어를 깔끔허게 바꿈 홍탕이 예전보다 맛없어짐 ㅠ 이상한 향이 남 전반적으로 양도 줄고 그저그런 훠궈집 되는중 청계산점 왜 ...,4,서울 강남구 논현로 514,꿔바로우
불이아 역삼점,2019.04.06.,깔끔하고 맛있음,4,서울 강남구 논현로 514,꿔바로우
불이아 역삼점,2019.02.05.,맛있음.. 저녁엔 예약해야 바로 먹을 수 있음,5,서울 강남구 논현로 514,꿔바로우
